transaction_id,transaction_date,store_id,product_id,customer_id,quantity,unit_price,discount_amt,payment_type,sales_channel,line_total
TX106083,2023-06-25 00:00:00,3191,1288,22928,4,378.29,0,Online,In-store,1513.16
TX106084,2024-11-26 00:00:00,3078,1347,25909,3,316.38,0,Cash,In-store,949.14
TX106085,2023-01-21 00:00:00,3079,1593,27617,3,1412.41,0,Cash,In-store,4237.2300000000005
TX106086,2024-05-15 00:00:00,3177,1364,26636,5,1400.4,0,Online,In-store,7002.0
TX106087,2021-07-03 00:00:00,3188,1817,21596,2,795.96,0,Card,In-store,1591.92
TX106088,2025-08-04 00:00:00,3159,1087,23304,2,260.94,10,Cash,In-store,511.88
TX106089,2020-07-08 00:00:00,3003,1004,20566,4,897.69,0,Cash,Online,3590.76
TX106090,2025-12-16 00:00:00,3039,1273,20161,5,1349.22,0,Card,Online,6746.1
TX106091,2023-10-18 00:00:00,3166,1195,25375,5,1172.7,0,Cash,Online,5863.5
TX106092,2022-10-26 00:00:00,3168,1388,28398,5,668.97,0,Card,Online,3344.8500000000004
TX106093,2021-11-11 00:00:00,3158,1689,23902,5,98.13,0,Card,Online,490.65
TX106094,2022-06-06 00:00:00,3200,1832,21432,5,270.29,20,Card,In-store,1331.45
TX106095,2024-09-10 00:00:00,3024,1299,28346,3,689.68,0,Online,Online,2069.04
TX106096,2020-11-01 00:00:00,3149,1719,23096,3,1451.23,0,Card,In-store,4353.6900000000005
TX106097,2021-07-07 00:00:00,3064,1631,27236,4,757.28,20,Card,In-store,3009.12
TX106098,2020-09-28 00:00:00,3179,1878,20742,1,1461.65,0,Card,Online,1461.65
TX106099,2022-07-23 00:00:00,3028,1507,28891,3,559.96,0,Card,In-store,1679.88
TX106100,2022-04-28 00:00:00,3180,1491,26028,3,519.32,0,Card,Online,1557.96
TX106101,2023-11-22 00:00:00,3125,1880,20487,1,1122.27,0,Online,Online,1122.27
TX106102,2025-12-21 00:00:00,3087,1761,25121,1,152.35,0,Cash,In-store,152.35
TX106103,2025-05-09 00:00:00,3136,1228,29422,1,344.99,0,Online,Online,344.99
TX106104,2025-04-12 00:00:00,3073,1069,25590,1,1105.84,10,Card,Online,1095.84
TX106105,2023-11-15 00:00:00,3165,1429,23992,5,228.7,0,Cash,In-store,1143.5
TX106106,2021-08-15 00:00:00,3058,1312,20589,1,233.4,0,Cash,Online,233.4
TX106107,2022-04-21 00:00:00,3052,1332,21413,2,357.87,0,Cash,In-store,715.74
TX106108,2021-07-02 00:00:00,3148,1755,29251,4,164.57,0,Cash,Online,658.28
TX106109,2020-10-22 00:00:00,3012,1513,22597,1,1155.53,10,Online,In-store,1145.53
TX106110,2022-08-13 00:00:00,3088,1050,27092,3,834.2,0,Cash,In-store,2502.6000000000004
TX106111,2025-05-20 00:00:00,3136,1440,23997,5,1215.08,0,Card,Online,6075.4
TX106112,2024-06-17 00:00:00,3086,1994,28598,4,330.32,0,Card,In-store,1321.28
TX106113,2025-11-27 00:00:00,3028,1331,28143,2,993.29,0,Card,In-store,1986.58
TX106114,2021-03-02 00:00:00,3148,1556,22898,2,1086.47,20,Online,In-store,2152.94
TX106115,2023-01-01 00:00:00,3163,1024,26269,2,485.35,0,Card,Online,970.7
TX106116,2024-10-03 00:00:00,3151,1185,21922,5,288.74,0,Cash,Online,1443.7
TX106117,2022-10-05 00:00:00,3027,1540,22398,2,1423.17,0,Card,Online,2846.34
TX106118,2022-02-16 00:00:00,3198,1491,22419,1,372.07,0,Online,In-store,372.07
TX106119,2024-11-22 00:00:00,3114,1607,20739,4,198.3,0,Cash,Online,793.2
TX106120,2022-07-31 00:00:00,3062,1353,25150,5,1208.58,0,Online,In-store,6042.9
TX106121,2025-06-23 00:00:00,3186,1224,21588,5,1240.01,0,Card,Online,6200.05
TX106122,2021-08-11 00:00:00,3032,1582,26259,2,415.38,0,Card,In-store,830.76
TX106123,2025-05-18 00:00:00,3174,1165,25884,4,1378.53,0,Card,Online,5514.12
TX106124,2021-09-02 00:00:00,3019,1308,28333,2,1287.79,0,Card,Online,2575.58
TX106125,2021-09-26 00:00:00,3089,1156,24751,5,748.53,0,Online,In-store,3742.6499999999996
TX106126,2022-07-10 00:00:00,3009,1867,23321,2,661.55,0,Card,In-store,1323.1
TX106127,2023-02-04 00:00:00,3128,1460,26049,1,127.16,0,Card,In-store,127.16
TX106128,2022-07-05 00:00:00,3193,1488,25755,4,690.59,0,Card,In-store,2762.36
TX106129,2025-03-03 00:00:00,3134,1099,25771,4,878.59,50,Card,Online,3464.36
TX106130,2024-10-09 00:00:00,3082,1358,26583,5,57.62,0,Cash,In-store,288.09999999999997
TX106131,2021-11-09 00:00:00,3165,1494,25374,3,642.52,10,Card,In-store,1917.56
TX106132,2023-01-25 00:00:00,3082,1814,24842,1,927.73,0,Card,In-store,927.73
TX106133,2022-08-02 00:00:00,3045,1224,20862,2,327.56,0,Card,Online,655.12
TX106134,2020-05-02 00:00:00,3022,1535,21630,5,856.93,20,Card,Online,4264.65
TX106135,2024-06-27 00:00:00,3077,1557,25710,1,804.83,0,Card,In-store,804.83
TX106136,2021-02-02 00:00:00,3043,1776,23264,3,142.49,0,Card,Online,427.47
TX106137,2025-08-08 00:00:00,3173,1427,26567,4,1228.38,0,Cash,In-store,4913.52
TX106138,2022-05-21 00:00:00,3073,1635,29137,1,794.9,10,Online,In-store,784.9
TX106139,2023-09-25 00:00:00,3055,1305,29783,5,608.9,10,Cash,In-store,3034.5
TX106140,2024-11-27 00:00:00,3198,1295,29294,4,221.19,0,Cash,In-store,884.76
TX106141,2021-01-30 00:00:00,3095,1206,28754,3,954.16,0,Card,Online,2862.48
TX106142,2023-03-31 00:00:00,3034,1232,20989,4,900.93,10,Cash,Online,3593.72
TX106143,2021-06-04 00:00:00,3108,1630,25357,5,1065.81,0,Online,Online,5329.049999999999
TX106144,2023-01-21 00:00:00,3110,1620,25350,4,209.42,0,Card,Online,837.68
TX106145,2023-06-23 00:00:00,3059,1648,27888,1,491.93,0,Card,In-store,491.93
TX106146,2021-01-05 00:00:00,3184,1963,25236,1,880.79,0,Online,In-store,880.79
TX106147,2023-06-26 00:00:00,3055,1355,27796,3,1483.36,0,Cash,In-store,4450.08
TX106148,2022-09-23 00:00:00,3080,1937,28398,2,1253.26,0,Card,In-store,2506.52
TX106149,2023-02-17 00:00:00,3179,1985,24137,5,339.0,0,Card,In-store,1695.0
TX106150,2025-06-05 00:00:00,3113,1718,29306,3,566.05,0,Card,In-store,1698.1499999999999
TX106151,2022-11-26 00:00:00,3042,1988,29125,3,284.65,10,Cash,Online,843.9499999999999
TX106152,2022-11-09 00:00:00,3196,1977,24577,1,793.55,50,Online,Online,743.55
TX106153,2022-10-27 00:00:00,3144,1588,26783,2,340.49,0,Card,Online,680.98
TX106154,2023-09-27 00:00:00,3152,1790,22238,1,399.76,0,Online,In-store,399.76
TX106155,2022-03-16 00:00:00,3033,1844,29846,4,894.46,0,Card,In-store,3577.84
TX106156,2024-10-21 00:00:00,3034,1434,23228,1,300.43,0,Card,In-store,300.43
TX106157,2021-09-18 00:00:00,3042,1970,22823,1,820.88,0,Card,In-store,820.88
TX106158,2021-10-18 00:00:00,3082,1067,24138,3,67.16,0,Card,Online,201.48
TX106159,2023-07-13 00:00:00,3089,1156,25194,5,849.46,10,Cash,Online,4237.3
TX106160,2021-07-23 00:00:00,3096,1927,24309,2,1015.57,50,Card,Online,1981.14
TX106161,2020-07-16 00:00:00,3033,1140,25940,4,104.76,0,Online,In-store,419.04
TX106162,2021-03-26 00:00:00,3036,1706,29046,4,265.58,0,Card,Online,1062.32
TX106163,2025-06-24 00:00:00,3105,1398,21128,5,843.05,0,Card,In-store,4215.25
TX106164,2020-01-24 00:00:00,3144,1873,25933,4,187.12,0,Online,Online,748.48
TX106165,2020-10-19 00:00:00,3166,1481,26362,5,302.96,0,Online,In-store,1514.8
TX106166,2024-07-18 00:00:00,3121,1681,27919,5,1354.39,0,Card,In-store,6771.950000000001
TX106167,2025-11-16 00:00:00,3130,1592,26092,3,452.59,0,Online,In-store,1357.77
TX106168,2024-02-16 00:00:00,3130,1684,24866,4,717.92,0,Online,Online,2871.68
TX106169,2025-07-13 00:00:00,3054,1842,21528,1,1284.48,10,Card,In-store,1274.48
TX106170,2025-02-16 00:00:00,3013,1814,25603,3,1036.06,0,Card,In-store,3108.18
TX106171,2022-11-17 00:00:00,3010,1567,24787,5,99.36,20,Cash,In-store,476.8
TX106172,2021-12-31 00:00:00,3068,1695,21105,2,178.28,0,Online,In-store,356.56
TX106173,2023-10-17 00:00:00,3157,1455,22282,1,487.54,0,Card,In-store,487.54
TX106174,2023-03-15 00:00:00,3014,1173,23090,3,800.83,0,Card,In-store,2402.4900000000002
TX106175,2020-02-26 00:00:00,3165,1122,23334,1,1105.39,0,Card,In-store,1105.39
TX106176,2025-09-28 00:00:00,3095,1017,23539,5,788.05,0,Card,Online,3940.25
TX106177,2023-06-03 00:00:00,3172,1985,22220,2,900.76,0,Card,In-store,1801.52
TX106178,2025-03-31 00:00:00,3156,1798,29712,1,1465.92,0,Cash,In-store,1465.92
TX106179,2024-05-28 00:00:00,3103,1044,29594,5,299.84,0,Card,In-store,1499.1999999999998
TX106180,2022-01-16 00:00:00,3093,1451,29327,5,1291.04,10,Card,In-store,6445.2
TX106181,2025-05-28 00:00:00,3074,1126,26229,4,1260.0,0,Cash,In-store,5040.0
TX106182,2024-09-27 00:00:00,3027,1450,22821,1,580.91,0,Cash,In-store,580.91
TX106183,2022-07-30 00:00:00,3191,1766,24093,2,1307.73,0,Cash,Online,2615.46
TX106184,2025-01-15 00:00:00,3001,1940,21348,5,922.82,0,Online,Online,4614.1
TX106185,2021-08-17 00:00:00,3117,1061,27518,1,859.12,0,Cash,In-store,859.12
TX106186,2024-01-09 00:00:00,3003,1665,26120,4,327.21,0,Card,In-store,1308.84
TX106187,2020-09-08 00:00:00,3012,1629,29628,2,326.79,0,Card,Online,653.58
TX106188,2025-03-11 00:00:00,3190,1361,23128,2,587.33,0,Online,Online,1174.66
TX106189,2024-05-17 00:00:00,3026,1433,28033,1,521.64,20,Card,In-store,501.64
TX106190,2020-11-30 00:00:00,3092,1984,28656,3,1350.78,0,Card,In-store,4052.34
TX106191,2020-02-16 00:00:00,3147,1035,25939,4,120.82,0,Card,In-store,483.28
TX106192,2022-05-04 00:00:00,3180,1419,28859,2,504.61,0,Cash,Online,1009.22
TX106193,2024-01-19 00:00:00,3098,1179,27290,1,560.34,50,Cash,In-store,510.34000000000003
TX106194,2021-09-12 00:00:00,3150,1177,24405,5,451.43,50,Cash,In-store,2207.15
TX106195,2025-11-02 00:00:00,3165,1199,20722,4,69.12,20,Online,In-store,256.48
TX106196,2025-08-09 00:00:00,3031,1770,23818,1,754.82,20,Card,In-store,734.82
TX106197,2023-08-03 00:00:00,3029,1298,28635,3,495.09,0,Card,In-store,1485.27
TX106198,2021-11-22 00:00:00,3028,1534,28406,2,826.38,0,Card,In-store,1652.76
TX106199,2025-05-17 00:00:00,3037,1822,28616,1,860.03,0,Card,In-store,860.03
TX106200,2024-10-26 00:00:00,3053,1598,22372,1,1208.98,0,Card,In-store,1208.98
TX106201,2020-07-07 00:00:00,3188,1859,21132,2,336.27,0,Card,Online,672.54
TX106202,2022-11-09 00:00:00,3195,1685,27888,3,1134.59,0,Cash,Online,3403.7699999999995
TX106203,2025-11-19 00:00:00,3087,1877,22271,3,332.38,0,Cash,Online,997.14
TX106204,2022-09-21 00:00:00,3165,1331,27612,4,879.68,0,Online,In-store,3518.72
TX106205,2025-08-06 00:00:00,3037,1446,29100,3,367.77,0,Cash,Online,1103.31
TX106206,2025-11-11 00:00:00,3175,1192,28924,1,574.55,10,Cash,In-store,564.55
TX106207,2022-04-28 00:00:00,3141,1384,25171,1,1358.41,20,Cash,Online,1338.41
TX106208,2025-10-14 00:00:00,3171,1397,23473,1,387.26,0,Card,In-store,387.26
TX106209,2020-10-29 00:00:00,3177,1146,20840,4,1258.37,0,Online,Online,5033.48
TX106210,2020-12-16 00:00:00,3108,1645,25298,5,354.41,20,Card,In-store,1752.0500000000002
TX106211,2021-08-28 00:00:00,3087,1666,23776,2,474.11,10,Cash,In-store,938.22
TX106212,2022-10-21 00:00:00,3034,1931,20681,2,1351.29,50,Card,In-store,2652.58
TX106213,2021-01-31 00:00:00,3083,1795,26369,5,1182.06,0,Online,Online,5910.299999999999
TX106214,2022-01-15 00:00:00,3149,1253,21147,3,187.73,0,Card,In-store,563.1899999999999
TX106215,2020-08-15 00:00:00,3200,1135,25555,3,415.54,10,Cash,In-store,1236.6200000000001
TX106216,2022-07-31 00:00:00,3062,1391,24600,1,1130.5,10,Online,Online,1120.5
TX106217,2024-12-18 00:00:00,3190,1521,29818,1,613.49,50,Online,In-store,563.49
TX106218,2023-07-27 00:00:00,3025,1148,26099,4,1235.26,0,Cash,In-store,4941.04
TX106219,2024-11-10 00:00:00,3049,1757,28235,1,272.23,0,Cash,In-store,272.23
TX106220,2020-10-24 00:00:00,3012,1011,22406,2,849.02,0,Online,Online,1698.04
TX106221,2022-05-25 00:00:00,3018,1779,28168,1,629.6,0,Online,In-store,629.6
TX106222,2020-03-27 00:00:00,3037,1987,21413,5,414.93,0,Online,In-store,2074.65
TX106223,2022-03-21 00:00:00,3027,1572,23385,1,79.59,0,Cash,Online,79.59
TX106224,2023-09-08 00:00:00,3019,1436,28560,5,129.17,0,Card,Online,645.8499999999999
TX106225,2023-05-31 00:00:00,3038,1785,28997,5,285.95,0,Cash,In-store,1429.75
TX106226,2020-05-12 00:00:00,3179,1740,20870,4,1327.22,0,Card,Online,5308.88
TX106227,2020-05-15 00:00:00,3179,1067,21699,1,529.95,0,Card,In-store,529.95
TX106228,2021-10-30 00:00:00,3189,1045,26800,3,398.15,0,Cash,In-store,1194.4499999999998
TX106229,2024-08-17 00:00:00,3069,1820,28841,3,1462.8,0,Card,In-store,4388.4
TX106230,2020-02-15 00:00:00,3031,1195,25526,5,964.52,0,Online,In-store,4822.6
TX106231,2023-09-11 00:00:00,3011,1821,21499,2,1347.33,0,Cash,Online,2694.66
TX106232,2021-02-06 00:00:00,3140,1303,21356,3,1241.99,10,Online,Online,3715.9700000000003
TX106233,2025-08-30 00:00:00,3199,1652,28819,5,806.54,0,Card,In-store,4032.7
TX106234,2022-07-31 00:00:00,3103,1788,27667,3,935.44,0,Card,In-store,2806.32
TX106235,2020-04-14 00:00:00,3176,1794,27509,2,676.36,0,Cash,Online,1352.72
TX106236,2024-04-12 00:00:00,3156,1542,28838,5,1257.71,0,Cash,In-store,6288.55
TX106237,2022-11-27 00:00:00,3016,1700,29492,1,776.42,0,Cash,In-store,776.42
TX106238,2025-04-14 00:00:00,3021,1044,25782,1,1420.09,0,Card,Online,1420.09
TX106239,2023-11-29 00:00:00,3028,1249,20104,5,993.41,10,Cash,In-store,4957.05
TX106240,2024-02-26 00:00:00,3044,1398,23810,2,1445.32,10,Card,In-store,2880.64
TX106241,2024-08-08 00:00:00,3102,1123,24514,2,1469.99,0,Online,In-store,2939.98
TX106242,2022-07-09 00:00:00,3026,1650,25536,5,425.23,0,Card,Online,2126.15
TX106243,2024-10-02 00:00:00,3177,1180,26907,5,360.35,50,Online,Online,1751.75
TX106244,2020-04-20 00:00:00,3172,1640,23293,4,60.28,0,Online,In-store,241.12
TX106245,2024-08-04 00:00:00,3160,1227,24143,3,1227.27,10,Online,In-store,3671.81
TX106246,2023-10-26 00:00:00,3167,1127,24777,3,878.97,0,Cash,Online,2636.91
TX106247,2023-05-26 00:00:00,3170,1380,23349,3,778.1,0,Card,In-store,2334.3
TX106248,2021-11-28 00:00:00,3189,1393,26742,4,818.71,0,Cash,Online,3274.84
TX106249,2020-09-07 00:00:00,3074,1569,24044,2,177.65,0,Cash,In-store,355.3
TX106250,2023-11-19 00:00:00,3001,1843,21978,5,856.88,0,Card,In-store,4284.4
TX106251,2022-10-30 00:00:00,3028,1775,26077,2,1217.91,0,Card,In-store,2435.82
TX106252,2021-04-22 00:00:00,3049,1501,29188,5,887.57,10,Card,In-store,4427.85
TX106253,2020-04-05 00:00:00,3064,1320,28925,5,190.59,0,Cash,In-store,952.95
TX106254,2023-03-26 00:00:00,3001,1136,29820,1,87.09,0,Card,In-store,87.09
TX106255,2020-10-03 00:00:00,3036,1343,22441,3,117.26,0,Card,Online,351.78000000000003
TX106256,2025-07-29 00:00:00,3023,1967,22044,3,287.9,20,Card,Online,843.6999999999999
TX106257,2020-11-26 00:00:00,3184,1604,29682,2,1419.5,0,Cash,Online,2839.0
TX106258,2020-03-11 00:00:00,3142,1925,29038,1,1102.16,20,Card,In-store,1082.16
TX106259,2021-07-28 00:00:00,3072,1823,23884,1,191.66,0,Card,In-store,191.66
TX106260,2021-01-18 00:00:00,3164,1371,28736,2,109.32,0,Card,In-store,218.64
TX106261,2024-09-29 00:00:00,3188,1226,25842,3,1183.25,0,Online,In-store,3549.75
TX106262,2021-09-25 00:00:00,3192,1330,28925,4,576.39,0,Cash,Online,2305.56
TX106263,2021-06-21 00:00:00,3111,1396,24473,1,1473.19,0,Card,In-store,1473.19
TX106264,2025-12-19 00:00:00,3051,1124,22919,3,1168.15,0,Card,In-store,3504.4500000000003
TX106265,2020-11-24 00:00:00,3007,1594,20218,2,675.23,0,Card,Online,1350.46
TX106266,2020-07-05 00:00:00,3058,1433,24694,3,84.43,0,Cash,In-store,253.29000000000002
TX106267,2021-10-31 00:00:00,3074,1302,26529,4,294.46,0,Card,Online,1177.84
TX106268,2022-06-06 00:00:00,3145,1188,21744,3,1171.12,0,Online,In-store,3513.3599999999997
TX106269,2024-07-24 00:00:00,3149,1659,24761,1,1124.35,0,Cash,Online,1124.35
TX106270,2025-09-24 00:00:00,3076,1820,28332,1,382.12,0,Online,Online,382.12
TX106271,2024-07-31 00:00:00,3180,1687,21100,3,614.14,0,Card,Online,1842.42
TX106272,2024-05-11 00:00:00,3122,1379,29452,3,707.96,0,Card,In-store,2123.88
TX106273,2025-12-12 00:00:00,3001,1282,20577,3,624.93,0,Card,In-store,1874.79
TX106274,2024-08-03 00:00:00,3141,1431,23846,2,369.84,10,Card,In-store,729.68
TX106275,2020-11-01 00:00:00,3180,1484,22117,3,162.87,0,Cash,Online,488.61
TX106276,2022-10-08 00:00:00,3124,1761,22387,1,1492.25,0,Online,In-store,1492.25
TX106277,2023-01-08 00:00:00,3059,1379,20952,1,586.26,0,Card,Online,586.26
TX106278,2021-10-29 00:00:00,3180,1519,21775,4,585.49,0,Online,In-store,2341.96
TX106279,2020-12-25 00:00:00,3127,1255,21093,3,1429.19,0,Cash,In-store,4287.57
TX106280,2024-04-08 00:00:00,3093,1505,26667,3,666.91,0,Card,In-store,2000.73
TX106281,2021-08-30 00:00:00,3178,1736,26764,1,103.76,0,Card,In-store,103.76
TX106282,2023-09-30 00:00:00,3058,1919,29117,1,1115.89,0,Card,In-store,1115.89
TX106283,2021-12-07 00:00:00,3168,1507,21627,2,669.18,0,Card,In-store,1338.36
TX106284,2023-01-14 00:00:00,3046,1839,29372,4,210.93,0,Cash,In-store,843.72
TX106285,2022-01-08 00:00:00,3005,1080,27060,1,1116.86,0,Online,In-store,1116.86
TX106286,2022-06-21 00:00:00,3100,1119,23001,2,173.66,0,Cash,In-store,347.32
TX106287,2024-05-22 00:00:00,3100,1261,24238,3,293.76,0,Card,In-store,881.28
TX106288,2025-04-20 00:00:00,3101,1366,29580,3,1036.16,0,Card,In-store,3108.4800000000005
TX106289,2023-01-19 00:00:00,3078,1489,21056,2,611.69,0,Card,In-store,1223.38
TX106290,2023-08-30 00:00:00,3152,1209,26673,1,550.42,0,Card,In-store,550.42
TX106291,2025-03-08 00:00:00,3052,1390,28621,2,1022.07,0,Cash,In-store,2044.14
TX106292,2020-11-09 00:00:00,3180,1025,23032,3,952.57,0,Cash,In-store,2857.71
TX106293,2020-12-21 00:00:00,3077,1823,24043,1,869.67,0,Card,In-store,869.67
TX106294,2022-02-26 00:00:00,3161,1288,26574,2,387.97,0,Card,Online,775.94
TX106295,2021-11-08 00:00:00,3181,1705,23737,3,142.92,50,Cash,In-store,378.76
TX106296,2025-12-01 00:00:00,3140,1249,26743,4,118.61,20,Card,In-store,454.44
TX106297,2023-05-20 00:00:00,3021,1626,28635,3,970.84,0,Card,In-store,2912.52
TX106298,2023-02-21 00:00:00,3031,1511,22350,4,573.03,50,Card,In-store,2242.12
TX106299,2023-06-21 00:00:00,3032,1060,20502,3,1159.15,0,Card,Online,3477.4500000000003
TX106300,2025-04-01 00:00:00,3053,1455,26294,1,713.16,0,Cash,In-store,713.16
TX106301,2021-06-17 00:00:00,3098,1903,27199,1,623.34,0,Cash,In-store,623.34
TX106302,2023-01-24 00:00:00,3013,1720,20326,5,1324.41,0,Card,In-store,6622.05
TX106303,2021-08-16 00:00:00,3029,1625,26688,5,548.19,0,Card,Online,2740.9500000000003
TX106304,2024-09-06 00:00:00,3094,1518,22256,4,1289.59,0,Card,In-store,5158.36
TX106305,2024-08-29 00:00:00,3137,1607,25628,4,1285.97,0,Card,In-store,5143.88
TX106306,2025-09-28 00:00:00,3198,1869,20867,2,347.21,20,Card,In-store,674.42
TX106307,2022-09-05 00:00:00,3047,1675,21683,2,630.58,10,Online,Online,1251.16
TX106308,2020-12-13 00:00:00,3132,1270,26019,2,747.07,0,Card,In-store,1494.14
TX106309,2025-05-18 00:00:00,3107,1354,29114,3,1242.48,0,Card,In-store,3727.44
TX106310,2025-05-05 00:00:00,3079,1176,27635,4,198.83,0,Card,In-store,795.32
TX106311,2021-05-29 00:00:00,3075,1655,22088,2,532.82,0,Cash,In-store,1065.64
TX106312,2021-08-28 00:00:00,3119,1886,27007,4,338.24,0,Online,Online,1352.96
TX106313,2021-11-17 00:00:00,3031,1316,21616,3,1023.99,0,Card,Online,3071.9700000000003
TX106314,2022-09-16 00:00:00,3062,1234,20975,1,439.54,10,Cash,In-store,429.54
TX106315,2024-12-21 00:00:00,3028,1358,26319,3,90.77,10,Card,In-store,262.31
TX106316,2020-11-12 00:00:00,3038,1594,27757,3,214.66,50,Card,Online,593.98
TX106317,2024-03-14 00:00:00,3048,1192,29890,2,1381.85,0,Card,In-store,2763.7
TX106318,2022-02-11 00:00:00,3036,1614,26196,3,1474.64,0,Online,Online,4423.92
TX106319,2021-03-04 00:00:00,3052,1991,26671,3,82.29,0,Cash,In-store,246.87
TX106320,2022-01-11 00:00:00,3074,1486,29403,4,370.85,0,Card,In-store,1483.4
TX106321,2023-03-14 00:00:00,3094,1421,20312,3,583.15,0,Cash,In-store,1749.4499999999998
TX106322,2025-07-11 00:00:00,3106,1388,29172,2,421.0,0,Card,In-store,842.0
TX106323,2023-10-08 00:00:00,3143,1477,27021,1,197.66,0,Card,In-store,197.66
TX106324,2023-08-23 00:00:00,3001,1013,26511,2,511.95,0,Card,Online,1023.9
TX106325,2020-08-26 00:00:00,3181,1756,24013,5,885.64,0,Card,Online,4428.2
TX106326,2020-06-23 00:00:00,3094,1714,29433,2,392.52,0,Card,In-store,785.04
TX106327,2020-10-10 00:00:00,3116,1759,22102,2,399.13,10,Card,Online,788.26
TX106328,2020-07-28 00:00:00,3069,1168,21827,4,154.27,0,Card,Online,617.08
TX106329,2023-06-16 00:00:00,3089,1378,22850,3,1179.12,0,Cash,Online,3537.3599999999997
TX106330,2022-09-18 00:00:00,3060,1930,20737,2,673.26,0,Card,Online,1346.52
TX106331,2020-01-11 00:00:00,3024,1944,21693,4,1226.22,0,Card,In-store,4904.88
TX106332,2022-02-08 00:00:00,3159,1229,23036,1,968.13,0,Online,Online,968.13
TX106333,2020-10-06 00:00:00,3045,1700,24941,4,1256.63,20,Card,In-store,5006.52
TX106334,2025-12-04 00:00:00,3155,1696,23428,4,450.57,10,Cash,In-store,1792.28
TX106335,2022-10-05 00:00:00,3019,1738,29137,3,759.43,0,Cash,Online,2278.29
TX106336,2022-07-22 00:00:00,3012,1427,29108,3,1079.98,0,Cash,Online,3239.94
TX106337,2023-11-12 00:00:00,3087,1461,27659,3,456.31,0,Cash,In-store,1368.93
TX106338,2022-02-21 00:00:00,3050,1608,27724,5,364.23,50,Cash,In-store,1771.15
TX106339,2024-04-16 00:00:00,3082,1560,28357,4,1349.5,0,Card,In-store,5398.0
TX106340,2025-06-05 00:00:00,3140,1329,23172,4,627.54,0,Card,Online,2510.16
TX106341,2022-12-29 00:00:00,3021,1383,27996,1,686.38,0,Cash,In-store,686.38
TX106342,2022-04-18 00:00:00,3057,1226,20833,2,564.18,0,Card,In-store,1128.36
TX106343,2023-02-17 00:00:00,3122,1173,20522,1,1123.42,0,Cash,Online,1123.42
TX106344,2023-08-15 00:00:00,3019,1564,21512,4,334.67,10,Online,In-store,1328.68
TX106345,2025-01-31 00:00:00,3017,1032,22930,1,540.23,0,Card,In-store,540.23
TX106346,2022-05-14 00:00:00,3187,1852,22047,5,1432.58,0,Cash,Online,7162.9
TX106347,2020-04-22 00:00:00,3167,1575,25205,4,1444.18,0,Card,Online,5776.72
TX106348,2023-10-13 00:00:00,3124,1193,21493,1,811.22,0,Cash,In-store,811.22
TX106349,2025-12-02 00:00:00,3073,1042,26827,3,235.19,0,Card,In-store,705.5699999999999
TX106350,2025-02-14 00:00:00,3054,1432,29793,5,153.16,10,Card,In-store,755.8
TX106351,2024-07-19 00:00:00,3190,1337,21799,3,1283.41,10,Cash,Online,3840.2300000000005
TX106352,2021-01-21 00:00:00,3134,1356,22058,4,835.65,0,Online,In-store,3342.6
TX106353,2024-06-28 00:00:00,3148,1506,28444,4,484.06,0,Card,In-store,1936.24
TX106354,2020-06-27 00:00:00,3136,1371,23611,2,1406.38,0,Cash,In-store,2812.76
TX106355,2022-12-18 00:00:00,3146,1056,28343,4,335.76,0,Online,In-store,1343.04
TX106356,2022-03-23 00:00:00,3124,1011,20797,1,216.35,0,Card,In-store,216.35
TX106357,2025-06-06 00:00:00,3086,1299,21750,4,826.53,0,Card,Online,3306.12
TX106358,2020-12-16 00:00:00,3058,1585,23340,3,177.65,20,Card,In-store,512.95
TX106359,2024-09-24 00:00:00,3183,1958,28001,3,1299.26,0,Online,In-store,3897.7799999999997
TX106360,2020-04-16 00:00:00,3021,1130,21047,3,1150.4,0,Card,Online,3451.2000000000003
TX106361,2024-03-17 00:00:00,3020,1254,25680,2,437.77,0,Card,In-store,875.54
TX106362,2021-10-05 00:00:00,3193,1667,26908,2,175.39,0,Online,In-store,350.78
TX106363,2025-11-08 00:00:00,3158,1630,26565,5,375.26,0,Card,Online,1876.3
TX106364,2024-01-11 00:00:00,3150,1248,21852,1,483.45,0,Card,In-store,483.45
TX106365,2021-11-07 00:00:00,3009,1070,26035,5,550.81,0,Card,In-store,2754.0499999999997
TX106366,2021-05-31 00:00:00,3053,1129,24249,3,257.61,10,Card,Online,762.83
TX106367,2023-11-01 00:00:00,3093,1423,28492,5,127.93,20,Online,In-store,619.6500000000001
TX106368,2021-08-20 00:00:00,3082,1978,21861,5,162.59,0,Card,In-store,812.95
TX106369,2021-02-13 00:00:00,3073,1316,29932,3,453.53,0,Card,Online,1360.59
TX106370,2023-11-20 00:00:00,3006,1870,27997,1,1324.41,0,Card,In-store,1324.41
TX106371,2024-05-05 00:00:00,3128,1435,20882,3,685.42,0,Online,In-store,2056.2599999999998
TX106372,2021-06-05 00:00:00,3038,1787,28229,2,390.53,50,Cash,In-store,731.06
TX106373,2023-03-20 00:00:00,3066,1641,26670,3,733.5,0,Cash,In-store,2200.5
TX106374,2023-12-25 00:00:00,3135,1696,25714,4,194.66,0,Online,In-store,778.64
TX106375,2025-08-25 00:00:00,3096,1302,28024,1,549.08,0,Card,In-store,549.08
TX106376,2024-10-26 00:00:00,3032,1608,22025,4,1455.45,0,Cash,Online,5821.8
